,strikeprice,liquidity,side
1915,2000.0,1.0,puts
1916,1800.0,1.0,puts
1917,1600.0,1.0,puts
1918,1400.0,1.0,puts
1919,1200.0,1.0,puts
1920,1000.0,2.0,puts
1921,800.0,1.0,puts
1922,600.0,1.0,puts
1923,400.0,3.0,puts
1924,200.0,1125.0,puts
1925,7575.0,3341.0,puts
1926,7600.0,263.0,puts
1927,7550.0,3359.0,puts
1928,7625.0,120.0,puts
1929,7525.0,29.0,puts
1930,7650.0,36.0,puts
1931,7500.0,23.0,puts
1932,7675.0,22.0,puts
1933,7475.0,1.0,puts
1934,7700.0,117.0,puts
1935,7450.0,4.0,puts
1936,7725.0,113.0,puts
1937,7425.0,1.0,puts
1938,7750.0,14.0,puts
1939,7400.0,7.0,puts
1940,7775.0,12.0,puts
1941,7375.0,5.0,puts
1942,7800.0,5.0,puts
1943,7350.0,5.0,puts
1944,7825.0,10.0,puts
1945,7325.0,1.0,puts
1946,7850.0,4.0,puts
1947,7300.0,18.0,puts
1948,7875.0,4.0,puts
1949,7275.0,1.0,puts
1950,7900.0,18.0,puts
1951,7250.0,1.0,puts
1952,7925.0,5.0,puts
1953,7225.0,3.0,puts
1954,7950.0,78.0,puts
1955,7200.0,4.0,puts
1956,7975.0,1.0,puts
1957,7175.0,1.0,puts
1958,8000.0,300.0,puts
1959,7150.0,1.0,puts
1960,8025.0,7.0,puts
1961,7125.0,1.0,puts
1962,8050.0,60.0,puts
1963,7100.0,1.0,puts
1964,8075.0,6.0,puts
1965,7075.0,1.0,puts
1966,8100.0,47.0,puts
1967,7050.0,1.0,puts
1968,8125.0,22.0,puts
1969,7025.0,1.0,puts
1970,8150.0,15.0,puts
1971,7000.0,200.0,puts
1972,6975.0,1.0,puts
1973,8200.0,13.0,puts
1974,6950.0,1.0,puts
1975,6925.0,1.0,puts
1976,8250.0,21.0,puts
1977,6900.0,1.0,puts
1978,6875.0,1.0,puts
1979,8300.0,3.0,puts
1980,6850.0,3.0,puts
1981,6825.0,1.0,puts
1982,8350.0,6.0,puts
1983,6800.0,1.0,puts
1984,6775.0,1.0,puts
1985,8400.0,43.0,puts
1986,6750.0,1.0,puts
1987,6725.0,1.0,puts
1988,8450.0,32.0,puts
1989,6700.0,1.0,puts
1990,6675.0,1.0,puts
1991,8500.0,64.0,puts
1992,6650.0,3.0,puts
1993,6625.0,1.0,puts
1994,8550.0,1.0,puts
1995,6600.0,1.0,puts
1996,6575.0,1.0,puts
1997,8600.0,20.0,puts
1998,6550.0,1.0,puts
1999,6525.0,1.0,puts
